key,nl,en,es,zh,status,source,notes
errors.order.weeklyLimitExceeded,Het weekmaximum van {limit} dosissen is overschreden.,The weekly maximum of {limit} doses has been exceeded.,The weekly maximum of {limit} doses has been exceeded.,The weekly maximum of {limit} doses has been exceeded.,REVIEW,errors,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
errors.profile.apotheker.createFailed,Kon het apotheekprofiel niet aanmaken.,Could not create the pharmacy profile.,Could not create the pharmacy profile.,Could not create the pharmacy profile.,REVIEW,errors,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
errors.profile.apotheker.updateFailed,Kon het apotheekprofiel niet bijwerken.,Could not update the pharmacy profile.,Could not update the pharmacy profile.,Could not update the pharmacy profile.,REVIEW,errors,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
errors.profile.bezorger.createFailed,Kon het bezorgerprofiel niet aanmaken.,Could not create the courier profile.,Could not create the courier profile.,Could not create the courier profile.,REVIEW,errors,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
errors.profile.bezorger.updateFailed,Kon het bezorgerprofiel niet bijwerken.,Could not update the courier profile.,Could not update the courier profile.,Could not update the courier profile.,REVIEW,errors,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
errors.profile.createFailed,Kon het applicatieprofiel niet aanmaken.,Could not create the application profile.,Could not create the application profile.,Could not create the application profile.,REVIEW,errors,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
errors.profile.loadFailed,Kon het applicatieprofiel niet laden.,Could not load the application profile.,Could not load the application profile.,Could not load the application profile.,REVIEW,errors,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
errors.profile.updateFailed,Kon het profiel niet bijwerken.,Could not update the profile.,Could not update the profile.,Could not update the profile.,REVIEW,errors,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
errors.routeTemplate.alreadyExists,Er bestaat al een routetemplate met deze naam.,A route template with this name already exists.,A route template with this name already exists.,A route template with this name already exists.,REVIEW,errors,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
errors.routeTemplate.createFailed,Kon de routetemplate niet aanmaken.,Could not create the route template.,Could not create the route template.,Could not create the route template.,REVIEW,errors,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
errors.routeTemplate.duplicatePharmacy,Deze apotheek staat al in de route.,This pharmacy is already on the route.,This pharmacy is already on the route.,This pharmacy is already on the route.,REVIEW,errors,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
errors.routeTemplate.duplicateStop,Dubbele apotheken in één template zijn niet toegestaan.,Duplicate pharmacies in one template are not allowed.,Duplicate pharmacies in one template are not allowed.,Duplicate pharmacies in one template are not allowed.,REVIEW,errors,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
errors.routeTemplate.emptyStops,Voeg minstens één apotheekstop toe.,Add at least one pharmacy stop.,Add at least one pharmacy stop.,Add at least one pharmacy stop.,REVIEW,errors,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
errors.routeTemplate.multipleActiveForCourier,Er zijn meerdere actieve routetemplates aan jouw bezorgerprofiel gekoppeld. Vraag een beheerder om de dubbele toewijzing te herstellen.,Multiple active route templates are linked to your courier profile. Ask an administrator to resolve the duplicate assignment.,Multiple active route templates are linked to your courier profile. Ask an administrator to resolve the duplicate assignment.,Multiple active route templates are linked to your courier profile. Ask an administrator to resolve the duplicate assignment.,REVIEW,errors,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
errors.routeTemplate.notAssigned,Er is geen actieve routetemplate aan jouw bezorgerprofiel gekoppeld.,No active route template is linked to your courier profile.,No active route template is linked to your courier profile.,No active route template is linked to your courier profile.,REVIEW,errors,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
errors.routeTemplate.statusUpdateFailed,Kon de templatestatus niet bijwerken.,Could not update the template status.,Could not update the template status.,Could not update the template status.,REVIEW,errors,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
errors.routeTemplate.updateFailed,Kon de routetemplate niet bijwerken.,Could not update the route template.,Could not update the route template.,Could not update the route template.,REVIEW,errors,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
errors.settings.updateFailed,Kon de instellingen niet bijwerken.,Could not update the settings.,Could not update the settings.,Could not update the settings.,REVIEW,errors,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
errors.stock.adjustFailed,Kon de voorraad niet aanpassen.,Could not adjust the stock.,Could not adjust the stock.,Could not adjust the stock.,REVIEW,errors,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
errors.stock.insufficient,Onvoldoende voorraad voor deze bewerking.,Insufficient stock for this operation.,Insufficient stock for this operation.,Insufficient stock for this operation.,REVIEW,errors,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
errors.stock.invalidAdjustment,Ongeldige voorraadaanpassing. Controleer type en aantal.,Invalid stock adjustment. Check the type and quantity.,Invalid stock adjustment. Check the type and quantity.,Invalid stock adjustment. Check the type and quantity.,REVIEW,errors,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
errors.vaccine.alreadyExists,Er bestaat al een vaccin met deze naam.,A vaccine with this name already exists.,A vaccine with this name already exists.,A vaccine with this name already exists.,REVIEW,errors,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
errors.vaccine.createFailed,Kon het vaccin niet aanmaken.,Could not create the vaccine.,Could not create the vaccine.,Could not create the vaccine.,REVIEW,errors,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
errors.vaccine.statusUpdateFailed,Kon de vaccinstatus niet bijwerken.,Could not update the vaccine status.,Could not update the vaccine status.,Could not update the vaccine status.,REVIEW,errors,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
errors.vaccine.updateFailed,Kon het vaccin niet bijwerken.,Could not update the vaccine.,Could not update the vaccine.,Could not update the vaccine.,REVIEW,errors,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
errors.vaccineImage.concurrent,De afbeelding is elders gewijzigd. Vernieuw en probeer opnieuw.,The image was changed elsewhere. Refresh and try again.,The image was changed elsewhere. Refresh and try again.,The image was changed elsewhere. Refresh and try again.,REVIEW,errors,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
errors.vaccineImage.fileRequired,Een afbeeldingsbestand is verplicht.,An image file is required.,An image file is required.,An image file is required.,REVIEW,errors,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
errors.vaccineImage.forbidden,Alleen beheerders kunnen vaccinatie-afbeeldingen beheren.,Only administrators can manage vaccine images.,Only administrators can manage vaccine images.,Only administrators can manage vaccine images.,REVIEW,errors,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
errors.vaccineImage.generic,De vaccinatie-afbeelding kon niet worden bijgewerkt.,Could not update the vaccine image.,Could not update the vaccine image.,Could not update the vaccine image.,REVIEW,errors,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
errors.vaccineImage.invalid,Het afbeeldingsbestand is ongeldig.,The image file is not valid.,The image file is not valid.,The image file is not valid.,REVIEW,errors,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
errors.vaccineImage.network,De server kon niet worden bereikt om de afbeelding te beheren.,Could not reach the server to manage the image.,Could not reach the server to manage the image.,Could not reach the server to manage the image.,REVIEW,errors,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
errors.vaccineImage.notFound,Vaccin niet gevonden.,Vaccine not found.,Vaccine not found.,Vaccine not found.,REVIEW,errors,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
errors.vaccineImage.notPresent,Dit vaccin heeft geen afbeelding om te overschrijven.,This vaccine has no image to override.,This vaccine has no image to override.,This vaccine has no image to override.,REVIEW,errors,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
errors.vaccineImage.overrideReason,Geef een geldige overschrijvingsreden op.,Provide a valid override reason.,Provide a valid override reason.,Provide a valid override reason.,REVIEW,errors,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
errors.vaccineImage.rateLimited,Te veel afbeeldingsverzoeken. Wacht even en probeer opnieuw.,Too many image requests. Please wait and try again.,Too many image requests. Please wait and try again.,Too many image requests. Please wait and try again.,REVIEW,errors,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
errors.vaccineImage.tooLarge,De afbeelding is te groot om te uploaden.,The image is too large to upload.,The image is too large to upload.,The image is too large to upload.,REVIEW,errors,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
errors.vaccineImage.unauthorized,Meld u opnieuw aan om vaccinatie-afbeeldingen te beheren.,Sign in again to manage vaccine images.,Sign in again to manage vaccine images.,Sign in again to manage vaccine images.,REVIEW,errors,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
errors.vaccineImage.unsupportedType,Dit afbeeldingstype wordt niet ondersteund.,This image type is not supported.,This image type is not supported.,This image type is not supported.,REVIEW,errors,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
navigation.account,Account,Account,Cuenta,账户,REVIEW,navigation,Untranslated or loanword clone (nl=en); human translation recommended
navigation.admin.courierAnalytics,Bezorgeranalyse,Courier analytics,Courier analytics,Courier analytics,REVIEW,navigation,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
navigation.admin.dashboard,Dashboard,Dashboard,Panel,仪表板,REVIEW,navigation,Untranslated or loanword clone (nl=en); human translation recommended
navigation.apotheker.dashboard,Dashboard,Dashboard,Panel,仪表板,REVIEW,navigation,Untranslated or loanword clone (nl=en); human translation recommended
navigation.apotheker.notifications,Meldingen,Notifications,Notifications,Notifications,REVIEW,navigation,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
navigation.bezorger.dashboard,Dashboard,Dashboard,Panel,仪表板,REVIEW,navigation,Untranslated or loanword clone (nl=en); human translation recommended
navigation.bezorger.notifications,Meldingen,Notifications,Notifications,Notifications,REVIEW,navigation,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
notifications.centre.empty.description,Je hebt nog geen meldingen ontvangen.,You have not received any notifications yet.,You have not received any notifications yet.,You have not received any notifications yet.,REVIEW,notifications,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
notifications.centre.empty.title,Geen meldingen,No notifications,No notifications,No notifications,REVIEW,notifications,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
notifications.centre.loadFailed,Meldingen laden mislukt,Failed to load notifications,Failed to load notifications,Failed to load notifications,REVIEW,notifications,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
notifications.centre.markAllRead,Alles markeren als gelezen,Mark all as read,Mark all as read,Mark all as read,REVIEW,notifications,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
notifications.centre.markRead,Markeer als gelezen,Mark as read,Mark as read,Mark as read,REVIEW,notifications,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
notifications.centre.openDetails,Details openen,Open details,Open details,Open details,REVIEW,notifications,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
notifications.centre.title,Meldingen,Notifications,Notifications,Notifications,REVIEW,notifications,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
notifications.centre.unreadCount,{count} ongelezen meldingen,{count} unread notifications,{count} unread notifications,{count} unread notifications,REVIEW,notifications,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
notifications.push.permission.banner.body,Blijf op de hoogte van routes en leveringen. Jij kiest wanneer je toestemming geeft.,Stay informed about routes and deliveries. You choose when to allow.,Stay informed about routes and deliveries. You choose when to allow.,Stay informed about routes and deliveries. You choose when to allow.,REVIEW,notifications,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
notifications.push.permission.banner.title,Meldingen inschakelen,Enable notifications,Enable notifications,Enable notifications,REVIEW,notifications,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
notifications.push.permission.dismiss,Niet nu,Not now,Not now,Not now,REVIEW,notifications,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
notifications.push.permission.enable,Inschakelen,Enable,Enable,Enable,REVIEW,notifications,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
notifications.push.settings.description,Ontvang updates over leveringen en routes op dit apparaat.,Receive updates about deliveries and routes on this device.,Receive updates about deliveries and routes on this device.,Receive updates about deliveries and routes on this device.,REVIEW,notifications,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
notifications.push.settings.title,Meldingsinstellingen,Notification settings,Notification settings,Notification settings,REVIEW,notifications,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
notifications.push.settings.toggle,Pushmeldingen,Push notifications,Push notifications,Push notifications,REVIEW,notifications,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
notifications.push.status.denied,Toestemming geweigerd,Permission denied,Permission denied,Permission denied,REVIEW,notifications,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
notifications.push.status.deniedGuidance,"Schakel meldingen in via de browserinstellingen voor deze site, keer dan terug en zet de schakelaar aan.","Enable notifications in your browser settings for this site, then return here and turn the toggle on.","Enable notifications in your browser settings for this site, then return here and turn the toggle on.","Enable notifications in your browser settings for this site, then return here and turn the toggle on.",REVIEW,notifications,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
notifications.push.status.disabled,Meldingen uitgeschakeld,Notifications disabled,Notifications disabled,Notifications disabled,REVIEW,notifications,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
notifications.push.status.disableFailed,Meldingen uitschakelen op dit apparaat mislukt,Unable to disable notifications on this device,Unable to disable notifications on this device,Unable to disable notifications on this device,REVIEW,notifications,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
notifications.push.status.enabled,Meldingen ingeschakeld,Notifications enabled,Notifications enabled,Notifications enabled,REVIEW,notifications,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
notifications.push.status.registerFailed,Meldingen registreren mislukt,Unable to register notifications,Unable to register notifications,Unable to register notifications,REVIEW,notifications,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
notifications.push.status.requesting,Toestemming voor meldingen vragen…,Requesting notification permission…,Requesting notification permission…,Requesting notification permission…,REVIEW,notifications,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
notifications.push.status.unavailable,Pushmeldingen zijn nog niet geconfigureerd op dit apparaat,Push notifications are not configured on this device yet,Push notifications are not configured on this device yet,Push notifications are not configured on this device yet,REVIEW,notifications,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
notifications.push.status.unsupported,Meldingen worden niet ondersteund in deze browser,Notifications unsupported in this browser,Notifications unsupported in this browser,Notifications unsupported in this browser,REVIEW,notifications,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
notifications.push.status.vapidConfig,Pushconfiguratie is onvolledig. Neem contact op met een beheerder.,Push configuration is incomplete. Contact an administrator.,Push configuration is incomplete. Contact an administrator.,Push configuration is incomplete. Contact an administrator.,REVIEW,notifications,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
offline.action.requiresConnection,Deze actie vereist een internetverbinding.,This action requires an internet connection.,This action requires an internet connection.,This action requires an internet connection.,REVIEW,offline,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
offline.copy.description,Sommige informatie kan zijn gewijzigd.,Some information may have changed.,Some information may have changed.,Some information may have changed.,REVIEW,offline,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
offline.copy.title,Offline kopie,Offline copy,Offline copy,Offline copy,REVIEW,offline,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
offline.error.authRequired,Meld je opnieuw aan om verder te gaan.,Sign in again to continue.,Sign in again to continue.,Sign in again to continue.,REVIEW,offline,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
offline.error.cacheUnavailable,Offline opslag is niet toegankelijk,Unable to access offline storage,Unable to access offline storage,Unable to access offline storage,REVIEW,offline,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
offline.error.forbidden,Je hebt geen toestemming om deze gegevens te bekijken.,You do not have permission to view this data.,You do not have permission to view this data.,You do not have permission to view this data.,REVIEW,offline,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
offline.error.networkUnavailable,Server niet bereikbaar. Controleer je verbinding en probeer opnieuw.,Could not reach the server. Check your connection and try again.,Could not reach the server. Check your connection and try again.,Could not reach the server. Check your connection and try again.,REVIEW,offline,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
offline.error.server,Er ging iets mis op de server. Probeer het opnieuw.,Something went wrong on the server. Please try again.,Something went wrong on the server. Please try again.,Something went wrong on the server. Please try again.,REVIEW,offline,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
offline.lastUpdated,Laatst bijgewerkt: {dateTime},Last updated: {dateTime},Last updated: {dateTime},Last updated: {dateTime},REVIEW,offline,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
offline.notifications.banner,Offline meldingen,Offline notifications,Offline notifications,Offline notifications,REVIEW,offline,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
offline.notifications.cacheExpired,Opgeslagen meldingen zijn verlopen,Cached notifications expired,Cached notifications expired,Cached notifications expired,REVIEW,offline,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
offline.notifications.readRequiresConnection,Leesstatus kan offline niet worden gewijzigd.,Read status cannot be changed offline.,Read status cannot be changed offline.,Read status cannot be changed offline.,REVIEW,offline,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
offline.notifications.refreshFailed,Meldingen vernieuwen mislukt. De offline kopie wordt getoond.,Could not refresh notifications. Showing the offline copy.,Could not refresh notifications. Showing the offline copy.,Could not refresh notifications. Showing the offline copy.,REVIEW,offline,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
offline.notifications.unavailable,Meldingen offline niet beschikbaar,Notifications unavailable offline,Notifications unavailable offline,Notifications unavailable offline,REVIEW,offline,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
offline.route.cacheExpired,Opgeslagen route is verlopen,Cached route expired,Cached route expired,Cached route expired,REVIEW,offline,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
offline.route.openOnlineFirst,Open deze route eerst online.,Open this route online first.,Open this route online first.,Open this route online first.,REVIEW,offline,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
offline.route.orderReferences,Bestellingen: {references},Orders: {references},Orders: {references},Orders: {references},REVIEW,offline,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
offline.route.orderReferencesOmitted,Bestelreferenties niet beschikbaar in deze offline kopie.,Order references unavailable in this offline copy.,Order references unavailable in this offline copy.,Order references unavailable in this offline copy.,REVIEW,offline,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
offline.route.refreshFailed,Route vernieuwen mislukt. De offline kopie wordt getoond.,Could not refresh the route. Showing the offline copy.,Could not refresh the route. Showing the offline copy.,Could not refresh the route. Showing the offline copy.,REVIEW,offline,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
offline.route.refreshing,Route wordt vernieuwd…,Refreshing route…,Refreshing route…,Refreshing route…,REVIEW,offline,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
offline.route.unavailable,Route offline niet beschikbaar,Route unavailable offline,Route unavailable offline,Route unavailable offline,REVIEW,offline,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
orderHistory.column.status,Status,Status,Estado,状态,REVIEW,orderHistory,Untranslated or loanword clone (nl=en); human translation recommended
orderHistory.filter.status,Status,Status,Estado,状态,REVIEW,orderHistory,Untranslated or loanword clone (nl=en); human translation recommended
orderHistory.lines.detail,{name} ({manufacturer}) — {quantity},{name} ({manufacturer}) — {quantity},{name} ({manufacturer}) — {quantity},{name}（{manufacturer}）— {quantity},REVIEW,orderHistory,"Untranslated or loanword clone (nl=en, es=en); human translation recommended"
orders.deliveryDate,Leverdatum,Delivery date,Delivery date,Delivery date,REVIEW,orders,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
orders.filter.allStatuses,Alle statussen,All statuses,All statuses,All statuses,REVIEW,orders,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
orders.filter.isoWeek,ISO-week,ISO week,ISO week,ISO week,REVIEW,orders,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
orders.filter.isoYear,ISO-jaar,ISO year,ISO year,ISO year,REVIEW,orders,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
orders.filter.status,Status,Status,Status,Status,REVIEW,orders,"Untranslated or loanword clone (nl=en, es=en, zh=en); human translation recommended"
profiles.field.countryCode,Landcode,Country code,Country code,Country code,REVIEW,profiles,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
profiles.field.displayName,Weergavenaam,Display name,Display name,Display name,REVIEW,profiles,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
profiles.field.houseNumber,Huisnummer,House number,House number,House number,REVIEW,profiles,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
profiles.field.pharmacyName,Apotheeknaam,Pharmacy name,Pharmacy name,Pharmacy name,REVIEW,profiles,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
profiles.field.postalCode,Postcode,Postal code,Postal code,Postal code,REVIEW,profiles,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
profiles.field.street,Straat,Street,Street,Street,REVIEW,profiles,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
profiles.field.vehicleOptional,Voertuig (optioneel),Vehicle (optional),Vehicle (optional),Vehicle (optional),REVIEW,profiles,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
profiles.unavailable.description,Log opnieuw in of voltooi je profiel.,Sign in again or complete your profile.,Sign in again or complete your profile.,Sign in again or complete your profile.,REVIEW,profiles,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
profiles.unavailable.title,Profiel niet beschikbaar,Profile not available,Profile not available,Profile not available,REVIEW,profiles,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
pwa.install.action,App installeren,Install app,Install app,Install app,REVIEW,pwa,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
pwa.install.message,Installeer de app voor snellere toegang.,Install the app for faster access.,Install the app for faster access.,Install the app for faster access.,REVIEW,pwa,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
pwa.offline.message,Je bent offline. Live gegevens en acties zijn tijdelijk niet beschikbaar.,You are offline. Live data and actions are temporarily unavailable.,You are offline. Live data and actions are temporarily unavailable.,You are offline. Live data and actions are temporarily unavailable.,REVIEW,pwa,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
pwa.online.restored,Verbinding hersteld. Gegevens worden bijgewerkt…,Connection restored. Updating data…,Connection restored. Updating data…,Connection restored. Updating data…,REVIEW,pwa,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
pwa.update.apply,Bijwerken,Update,Update,Update,REVIEW,pwa,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
pwa.update.available,Er is een nieuwe versie beschikbaar.,A new version is available.,A new version is available.,A new version is available.,REVIEW,pwa,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
pwa.update.later,Later,Later,Later,Later,REVIEW,pwa,Untranslated or loanword clone (nl=en); human translation recommended
realtime.connected,Live updates actief,Live updates active,Live updates active,Live updates active,REVIEW,realtime,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
realtime.connecting,Live updates verbinden…,Connecting live updates…,Connecting live updates…,Connecting live updates…,REVIEW,realtime,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
realtime.reconnecting,Opnieuw verbinden…,Reconnecting…,Reconnecting…,Reconnecting…,REVIEW,realtime,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
realtime.unavailable,Live updates tijdelijk niet beschikbaar,Live updates temporarily unavailable,Live updates temporarily unavailable,Live updates temporarily unavailable,REVIEW,realtime,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
routes.courier,Bezorger,Courier,Courier,Courier,REVIEW,routes,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
routes.generate.confirmRegenerate,Bevestig regenereren,Confirm regenerate,Confirm regenerate,Confirm regenerate,REVIEW,routes,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
routes.generate.existing.description,Er bestaat al een route voor deze bezorger en datum. Regenereren werkt de bestaande route bij (geen duplicaat).,A route already exists for this courier and date. Regenerating updates the existing route (no duplicate).,A route already exists for this courier and date. Regenerating updates the existing route (no duplicate).,A route already exists for this courier and date. Regenerating updates the existing route (no duplicate).,REVIEW,routes,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
routes.generate.existing.title,Bestaande route bijwerken?,Update existing route?,Update existing route?,Update existing route?,REVIEW,routes,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
routes.generate.failed,Genereren mislukt,Generation failed,Generation failed,Generation failed,REVIEW,routes,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
routes.generate.notRegenerable.description,Route met status {status} kan niet opnieuw gegenereerd worden.,A route with status {status} cannot be regenerated.,A route with status {status} cannot be regenerated.,A route with status {status} cannot be regenerated.,REVIEW,routes,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
routes.generate.notRegenerable.title,Route niet regenererbaar,Route cannot be regenerated,Route cannot be regenerated,Route cannot be regenerated,REVIEW,routes,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
routes.generate.regenerate,Opnieuw genereren,Regenerate,Regenerate,Regenerate,REVIEW,routes,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
routes.generate.submit,Genereer route,Generate route,Generate route,Generate route,REVIEW,routes,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
routes.generate.title,Route genereren,Generate route,Generate route,Generate route,REVIEW,routes,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
routes.generatedList.title,Gegenereerde routes — {date},Generated routes — {date},Generated routes — {date},Generated routes — {date},REVIEW,routes,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
routes.loadFailed,Kon routes niet laden,Could not load routes,Could not load routes,Could not load routes,REVIEW,routes,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
routes.location.basisStop,Gebaseerd op stop {sequence},Based on stop {sequence},Based on stop {sequence},Based on stop {sequence},REVIEW,routes,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
routes.location.courierLastLocation,Laatst geregistreerde locatie van de bezorger: {city},Courier's last recorded location: {city},Courier's last recorded location: {city},Courier's last recorded location: {city},REVIEW,routes,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
routes.location.historical,Historische locatie,Historical location,Historical location,Historical location,REVIEW,routes,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
routes.location.lastRecordedCity,Laatst geregistreerde stad,Last recorded city,Last recorded city,Last recorded city,REVIEW,routes,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
routes.location.lastRecordedRouteLocation,Laatst geregistreerde routelocatie,Last recorded route location,Last recorded route location,Last recorded route location,REVIEW,routes,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
routes.location.lastUpdated,Laatst bijgewerkt: {dateTime},Last updated: {dateTime},Last updated: {dateTime},Last updated: {dateTime},REVIEW,routes,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
routes.location.mayBeOutdated,Deze locatie kan verouderd zijn.,This location may be outdated.,This location may be outdated.,This location may be outdated.,REVIEW,routes,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
routes.location.nextStop,Volgende stop,Next stop,Next stop,Next stop,REVIEW,routes,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
routes.location.nextStopDetail,{sequence}. {name} — {city},{sequence}. {name} — {city},{sequence}. {name} — {city},{sequence}. {name} — {city},REVIEW,routes,"Untranslated or loanword clone (nl=en, es=en, zh=en); human translation recommended"
routes.location.noLaterStop,Er blijft geen latere bezorgstop over,No later delivery stop remains,No later delivery stop remains,No later delivery stop remains,REVIEW,routes,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
